,start,stop,Fst
0,0,32000,0.17363463199590787
1,6400,38400,0.17449641642110922
2,12800,44800,0.17594738072485783
3,19200,51200,0.16352526368503928
4,25600,57600,0.15911179115962906
5,32000,64000,0.16510814794868167
6,38400,70400,0.169413376459245
7,44800,76800,0.16330403095792895
8,51200,83200,0.16071926707824202
9,57600,89600,0.16786133892297833
10,64000,96000,0.17895885227806765
11,70400,102400,0.19389118615364206
12,76800,108800,0.198989330231084
13,83200,115200,0.1963313670122744
14,89600,121600,0.19135789549681392
15,96000,128000,0.17935911337345642
16,102400,134400,0.16279101005815744
17,108800,140800,0.14242204619334115
18,115200,147200,0.13492237293998402
19,121600,153600,0.14402310210379662
20,128000,160000,0.14635892392190167
21,134400,166400,0.157220473817086
22,140800,172800,0.1709178855874108
23,147200,179200,0.1838726769208631
24,153600,185600,0.18887938927384199
25,160000,192000,0.1841518764220874
26,166400,198400,0.18497807199456398
27,172800,204800,0.18256308408016117
28,179200,211200,0.17651996043319118
29,185600,217600,0.17007314584442756
30,192000,224000,0.1674444769736994
31,198400,230400,0.1696120757880924
32,204800,236800,0.17350467858690227
33,211200,243200,0.17314120129898652
34,217600,249600,0.17616439178551574
35,224000,256000,0.17722757180833157
36,230400,262400,0.18007657530216623
37,236800,268800,0.18339244858783602
38,243200,275200,0.191816179829429
39,249600,281600,0.1972427460748394
40,256000,288000,0.19350331415267322
41,262400,294400,0.19722982736666178
42,268800,300800,0.19594081842870398
43,275200,307200,0.19669586305422995
44,281600,313600,0.19270721794057435
45,288000,320000,0.20027533930674843
46,294400,326400,0.20651026886374457
47,300800,332800,0.2080005260919451
48,307200,339200,0.21403403061691292
49,313600,345600,0.20931158014712156
50,320000,352000,0.20984813838363553
51,326400,358400,0.20628974861797147
52,332800,364800,0.19917304526069146
53,339200,371200,0.1859069230873192
54,345600,377600,0.1864301660127624
55,352000,384000,0.1911822322115043
56,358400,390400,0.18819723757071527
57,364800,396800,0.19007428398574866
58,371200,403200,0.1937975215112771
59,377600,409600,0.2088289504355214
60,384000,416000,0.20439379984574424
61,390400,422400,0.19908779786556438
62,396800,428800,0.2039488036677987
63,403200,435200,0.1928022276903351
64,409600,441600,0.19608585022731495
65,416000,448000,0.18892937689111536
66,422400,454400,0.17872688072499954
67,428800,460800,0.1877583858631665
68,435200,467200,0.1842159697241229
69,441600,473600,0.18438765676551178
70,448000,480000,0.17595282698684828
71,454400,486400,0.17245734583558323
72,460800,492800,0.17838231902991317
73,467200,499200,0.1740165709614772
74,473600,505600,0.17078650569477094
75,480000,512000,0.16900167774704203
76,486400,518400,0.17153826555683657
77,492800,524800,0.1760724985521053
78,499200,531200,0.17883267158957633
79,505600,537600,0.17555958048693918
80,512000,544000,0.1789434035747626
81,518400,550400,0.1870430824564801
82,524800,556800,0.19319556818930336
83,531200,563200,0.19018102475661897
84,537600,569600,0.19194800460035638
85,544000,576000,0.1980717812222475
86,550400,582400,0.19263212439573163
87,556800,588800,0.18538966978825389
88,563200,595200,0.17696978452042064
89,569600,601600,0.18702056561129052
90,576000,608000,0.18280967960419384
91,582400,614400,0.16918845538002275
92,588800,620800,0.17121250702324095
93,595200,627200,0.1855949223277934
94,601600,633600,0.18737479066461907
95,608000,640000,0.17661769176480607
96,614400,646400,0.17081533116596995
97,620800,652800,0.17488322994965186
98,627200,659200,0.18562374275910876
99,633600,665600,0.18110975961451758
100,640000,672000,0.18235554443993818
101,646400,678400,0.19195880816091862
102,652800,684800,0.1964694083570822
103,659200,691200,0.20674098866316715
104,665600,697600,0.19743877233811188
105,672000,704000,0.19229131265694452
106,678400,710400,0.18946941724741148
107,684800,716800,0.18250974949611692
108,691200,723200,0.18824438445536978
109,697600,729600,0.1823286921551153
110,704000,736000,0.18241256793336946
111,710400,742400,0.17927168969333976
112,716800,748800,0.18459381231423452
113,723200,755200,0.1869786110965839
114,729600,761600,0.1864467414023485
115,736000,768000,0.19482258256265714
116,742400,774400,0.192340442563673
117,748800,780800,0.20121630453235825
118,755200,787200,0.1992568312440884
119,761600,793600,0.19055969698558614
120,768000,800000,0.18568380867007553
121,774400,806400,0.17337885458299707
122,780800,812800,0.17175244832288986
123,787200,819200,0.16725364166359238
124,793600,825600,0.16398428572569465
125,800000,832000,0.1713245918960883
126,806400,838400,0.173928827295886
127,812800,844800,0.17249674282772484
128,819200,851200,0.18135524063028158
129,825600,857600,0.1806838654757471
130,832000,864000,0.18460733571327503
131,838400,870400,0.19444238377941245
132,844800,876800,0.19523946964348884
133,851200,883200,0.20553283551510132
134,857600,889600,0.20402835111993314
135,864000,896000,0.1964789680990262
136,870400,902400,0.19590699604833875
137,876800,908800,0.18530909940233597
138,883200,915200,0.1762529887086126
139,889600,921600,0.17715908654718224
140,896000,928000,0.17653496177707564
141,902400,934400,0.18373790718438268
142,908800,940800,0.1812747971598029
143,915200,947200,0.17663731216778453
144,921600,953600,0.18624485760211604
145,928000,960000,0.17770112466999177
146,934400,966400,0.1725216753487821
147,940800,972800,0.17388060470480762
148,947200,979200,0.1785776293298504
149,953600,985600,0.1835090187676081
150,960000,992000,0.18363303578760928
151,966400,998400,0.186288559148237
152,972800,1004800,0.1811689347433541
153,979200,1011200,0.18973214999875568
154,985600,1017600,0.18854068410193045
155,992000,1024000,0.1920220856978441
156,998400,1030400,0.19858990210464422
157,1004800,1036800,0.19830677251039797
158,1011200,1043200,0.20367739988698227
159,1017600,1049600,0.19053722214387203
160,1024000,1056000,0.18597576164755714
161,1030400,1062400,0.1753953531020219
162,1036800,1068800,0.16949659588640872
163,1043200,1075200,0.17036117808223536
164,1049600,1081600,0.18103566928677475
165,1056000,1088000,0.18486419718303812
166,1062400,1094400,0.18856810795986842
167,1068800,1100800,0.18902270736160495
168,1075200,1107200,0.1838714778880545
169,1081600,1113600,0.1936034903007058
170,1088000,1120000,0.18229663925434964
171,1094400,1126400,0.18718302172110832
172,1100800,1132800,0.18062959846884083
173,1107200,1139200,0.18540149370129297
174,1113600,1145600,0.18778067058184117
175,1120000,1152000,0.18192863419001593
176,1126400,1158400,0.18617431831509842
177,1132800,1164800,0.17966582195405292
178,1139200,1171200,0.18545590271379622
179,1145600,1177600,0.19329200256997284
180,1152000,1184000,0.19361590749815746
181,1158400,1190400,0.18504596036873255
182,1164800,1196800,0.18254797362030517
183,1171200,1203200,0.18538895709341163
184,1177600,1209600,0.1836906448795305
185,1184000,1216000,0.17690895107965693
186,1190400,1222400,0.17560528824744784
187,1196800,1228800,0.17471486184164092
188,1203200,1235200,0.1652717726179202
189,1209600,1241600,0.16540176840972595
190,1216000,1248000,0.16489997740890558
191,1222400,1254400,0.16660579388902516
192,1228800,1260800,0.16908373481568303
193,1235200,1267200,0.17647064399805237
194,1241600,1273600,0.18249408463700773
195,1248000,1280000,0.18556688109773184
196,1254400,1286400,0.18412483026766058
197,1260800,1292800,0.18072239837068255
198,1267200,1299200,0.1734539988408035
199,1273600,1305600,0.16678169026126258
200,1280000,1312000,0.1671237143604949
201,1286400,1318400,0.16390917342652975
202,1292800,1324800,0.16456812449583064
203,1299200,1331200,0.16929682183675873
204,1305600,1337600,0.16852627627491173
205,1312000,1344000,0.1707866114346163
206,1318400,1350400,0.16965612868210098
207,1324800,1356800,0.1731445685846755
208,1331200,1363200,0.17255622851802918
209,1337600,1369600,0.1732426885599893
210,1344000,1376000,0.18015028791062654
211,1350400,1382400,0.18122562837141057
212,1356800,1388800,0.1809340770426487
213,1363200,1395200,0.17535480988074384
214,1369600,1401600,0.1820385007664702
215,1376000,1408000,0.1725593997707567
216,1382400,1414400,0.16704201015632522
217,1388800,1420800,0.16673321514496034
218,1395200,1427200,0.16707979018897978
219,1401600,1433600,0.17193599232526088
220,1408000,1440000,0.17193831651860655
221,1414400,1446400,0.18600694397175258
222,1420800,1452800,0.19252133841482416
223,1427200,1459200,0.18993975780791533
224,1433600,1465600,0.19133918203191963
225,1440000,1472000,0.18645489871198417
226,1446400,1478400,0.18658761721477263
227,1452800,1484800,0.1809938845663184
228,1459200,1491200,0.18535674873030575
229,1465600,1497600,0.186106364549224
230,1472000,1504000,0.1936394863126199
231,1478400,1510400,0.19376222143082794
232,1484800,1516800,0.1903686400840429
233,1491200,1523200,0.18385331931760762
234,1497600,1529600,0.18147236354682708
235,1504000,1536000,0.1857811380400965
236,1510400,1542400,0.17947074673561475
237,1516800,1548800,0.18231457180682437
238,1523200,1555200,0.18479655671001585
239,1529600,1561600,0.18905466206327842
240,1536000,1568000,0.17758946457108254
241,1542400,1574400,0.18256681336691158
242,1548800,1580800,0.1894247012574583
243,1555200,1587200,0.1885105369175322
244,1561600,1593600,0.19087421524291534
245,1568000,1600000,0.19307985503817146
246,1574400,1606400,0.20119719724580173
247,1580800,1612800,0.19146604300506306
248,1587200,1619200,0.18048257945114757
249,1593600,1625600,0.1820230856522337
250,1600000,1632000,0.1736439146850659
251,1606400,1638400,0.1624447826124481
252,1612800,1644800,0.17166101224781322
253,1619200,1651200,0.16724765118466164
254,1625600,1657600,0.17053912952895298
255,1632000,1664000,0.16602112621010337
256,1638400,1670400,0.1800886109716567
257,1644800,1676800,0.1878457136113055
